title,author,date,views,likes,link
Can you really tell if a kid is lying?,Kang Lee,16-Feb,13000000,400000,https://ted.com/talks/kang_lee_can_you_really_tell_if_a_kid_is_lying
An artist's unflinching look at racial violence,Sanford Biggers,16-Feb,1200000,37000,https://ted.com/talks/sanford_biggers_an_artist_s_unflinching_look_at_racial_violence
This is your brain on communication,Uri Hasson,16-Feb,3100000,94000,https://ted.com/talks/uri_hasson_this_is_your_brain_on_communication
Gene editing can now change an entire species — forever,Jennifer Kahn,16-Feb,2100000,63000,https://ted.com/talks/jennifer_kahn_gene_editing_can_now_change_an_entire_species_forever
A sci-fi vision of love from a 318-year-old hologram,Monica Byrne,16-Feb,1000000,31000,https://ted.com/talks/monica_byrne_a_sci_fi_vision_of_love_from_a_318_year_old_hologram
The dream we haven't dared to dream,Dan Pallotta,16-Feb,2000000,62000,https://ted.com/talks/dan_pallotta_the_dream_we_haven_t_dared_to_dream
"Pirates, nurses and other rebel designers",Alice Rawsthorn,16-Feb,1000000,32000,https://ted.com/talks/alice_rawsthorn_pirates_nurses_and_other_rebel_designers
How to read the genome and build a human being,Riccardo Sabatini,16-Feb,2000000,60000,https://ted.com/talks/riccardo_sabatini_how_to_read_the_genome_and_build_a_human_being
Why I put myself in danger to tell the stories of Gaza,Ameera Harouda,16-Feb,1100000,34000,https://ted.com/talks/ameera_harouda_why_i_put_myself_in_danger_to_tell_the_stories_of_gaza
Insightful human portraits made from data,R. Luke DuBois,16-Feb,1300000,40000,https://ted.com/talks/r_luke_dubois_insightful_human_portraits_made_from_data
A smart loan for people with no credit history (yet),Shivani Siroya,16-Feb,1700000,53000,https://ted.com/talks/shivani_siroya_a_smart_loan_for_people_with_no_credit_history_yet
Hunting for dinosaurs showed me our place in the universe,Kenneth Lacovara,16-Feb,4000000,121000,https://ted.com/talks/kenneth_lacovara_hunting_for_dinosaurs_showed_me_our_place_in_the_universe
The inside story of the Paris climate agreement,Christiana Figueres,16-Feb,1400000,43000,https://ted.com/talks/christiana_figueres_the_inside_story_of_the_paris_climate_agreement
The nit-picking glory of The New Yorker's Comma Queen,Mary Norris,16-Feb,1200000,36000,https://ted.com/talks/mary_norris_the_nit_picking_glory_of_the_new_yorker_s_comma_queen
The unexpected benefit of celebrating failure,Astro Teller,16-Feb,2800000,85000,https://ted.com/talks/astro_teller_the_unexpected_benefit_of_celebrating_failure
What does it mean to be a citizen of the world?,Hugh Evans,16-Feb,1900000,59000,https://ted.com/talks/hugh_evans_what_does_it_mean_to_be_a_citizen_of_the_world
The mind behind Linux,Linus Torvalds,16-Feb,6600000,200000,https://ted.com/talks/linus_torvalds_the_mind_behind_linux
The most mysterious star in the universe,Tabetha Boyajian,16-Feb,7800000,234000,https://ted.com/talks/tabetha_boyajian_the_most_mysterious_star_in_the_universe
How megacities are changing the map of the world,Parag Khanna,16-Feb,1200000,38000,https://ted.com/talks/parag_khanna_how_megacities_are_changing_the_map_of_the_world
How a start-up in the White House is changing business as usual,Haley Van Dyck,16-Feb,1000000,32000,https://ted.com/talks/haley_van_dyck_how_a_start_up_in_the_white_house_is_changing_business_as_usual
The surprising habits of original thinkers,Adam Grant,16-Feb,19000000,588000,https://ted.com/talks/adam_grant_the_surprising_habits_of_original_thinkers
Why gun violence can't be our new normal,Dan Gross,16-Feb,1300000,40000,https://ted.com/talks/dan_gross_why_gun_violence_can_t_be_our_new_normal
The beauty of human skin in every color,Angélica Dass,16-Feb,2700000,83000,https://ted.com/talks/angelica_dass_the_beauty_of_human_skin_in_every_color
A futuristic vision of the age of holograms,Alex Kipman,16-Feb,3800000,116000,https://ted.com/talks/alex_kipman_a_futuristic_vision_of_the_age_of_holograms
How young Africans found a voice on Twitter,Siyanda Mohutsiwa,16-Feb,1100000,33000,https://ted.com/talks/siyanda_mohutsiwa_how_young_africans_found_a_voice_on_twitter
A glimpse of the future through an augmented reality headset,Meron Gribetz,16-Feb,1800000,54000,https://ted.com/talks/meron_gribetz_a_glimpse_of_the_future_through_an_augmented_reality_headset
A conservative's plea: Let's work together,Arthur Brooks,16-Feb,1300000,40000,https://ted.com/talks/arthur_brooks_a_conservative_s_plea_let_s_work_together
The reporting system that sexual assault survivors want,Jessica Ladd,16-Feb,1500000,46000,https://ted.com/talks/jessica_ladd_the_reporting_system_that_sexual_assault_survivors_want
Inside the mind of a master procrastinator,Tim Urban,16-Feb,60000000,1800000,https://ted.com/talks/tim_urban_inside_the_mind_of_a_master_procrastinator
How Airbnb designs for trust,Joe Gebbia,16-Feb,2700000,83000,https://ted.com/talks/joe_gebbia_how_airbnb_designs_for_trust
The gospel of doubt,Casey Gerald,16-Feb,2200000,67000,https://ted.com/talks/casey_gerald_the_gospel_of_doubt
This country isn't just carbon neutral — it's carbon negative,Tshering Tobgay,16-Feb,5100000,153000,https://ted.com/talks/tshering_tobgay_this_country_isn_t_just_carbon_neutral_it_s_carbon_negative
"Teach girls bravery, not perfection",Reshma Saujani,16-Feb,5800000,176000,https://ted.com/talks/reshma_saujani_teach_girls_bravery_not_perfection
Uber's plan to get more people into fewer cars,Travis Kalanick,16-Feb,1900000,58000,https://ted.com/talks/travis_kalanick_uber_s_plan_to_get_more_people_into_fewer_cars
Our refugee system is failing. Here's how we can fix it,Alexander Betts,16-Feb,1000000,30000,https://ted.com/talks/alexander_betts_our_refugee_system_is_failing_here_s_how_we_can_fix_it
The psychology of narcissism,W. Keith Campbell,16-Feb,11000000,333000,https://ted.com/talks/w_keith_campbell_the_psychology_of_narcissism
What it's like to be Muslim in America,Dalia Mogahed,16-Feb,8100000,245000,https://ted.com/talks/dalia_mogahed_what_it_s_like_to_be_muslim_in_america
The case for optimism on climate change,Al Gore,16-Feb,2200000,68000,https://ted.com/talks/al_gore_the_case_for_optimism_on_climate_change
Meet the dazzling flying machines of the future,Raffaello D'Andrea,16-Feb,10000000,302000,https://ted.com/talks/raffaello_d_andrea_meet_the_dazzling_flying_machines_of_the_future
What the discovery of gravitational waves means,Allan Adams,16-Feb,2700000,83000,https://ted.com/talks/allan_adams_what_the_discovery_of_gravitational_waves_means
My year of saying yes to everything,Shonda Rhimes,16-Feb,5200000,157000,https://ted.com/talks/shonda_rhimes_my_year_of_saying_yes_to_everything
The science of skin color,Angela Koine Flynn,16-Feb,2900000,88000,https://ted.com/talks/angela_koine_flynn_the_science_of_skin_color
Why do we love? A philosophical inquiry,Skye C. Cleary,16-Feb,5500000,165000,https://ted.com/talks/skye_c_cleary_why_do_we_love_a_philosophical_inquiry
History vs. Napoleon Bonaparte,Alex Gendler,16-Feb,4500000,136000,https://ted.com/talks/alex_gendler_history_vs_napoleon_bonaparte
Can you solve the temple riddle?,Dennis Shasha,16-Feb,9500000,287000,https://ted.com/talks/dennis_shasha_can_you_solve_the_temple_riddle
How your nature photos can help protect wild animals,Tanya Berger-Wolf,16-Mar,1200000,36000,https://ted.com/talks/tanya_berger_wolf_how_your_nature_photos_can_help_protect_wild_animals
The real story of the Black Panther Party,Curtis Austin,16-Mar,1200000,36000,https://ted.com/talks/curtis_austin_the_real_story_of_the_black_panther_party
"When I die, recompose me",Katrina Spade,16-Mar,1400000,42000,https://ted.com/talks/katrina_spade_when_i_die_recompose_me
A robot that eats pollution,Jonathan Rossiter,16-Mar,1400000,42000,https://ted.com/talks/jonathan_rossiter_a_robot_that_eats_pollution
TED's secret to great public speaking,Chris Anderson,16-Mar,6900000,209000,https://ted.com/talks/chris_anderson_ted_s_secret_to_great_public_speaking
How do schools of fish swim in harmony?,Nathan S. Jacobs,16-Mar,643000,19000,https://ted.com/talks/nathan_s_jacobs_how_do_schools_of_fish_swim_in_harmony
What would happen if you didn't drink water?,Mia Nacamulli,16-Mar,17000000,533000,https://ted.com/talks/mia_nacamulli_what_would_happen_if_you_didn_t_drink_water
Can you solve the locker riddle?,Lisa Winer,16-Mar,10000000,319000,https://ted.com/talks/lisa_winer_can_you_solve_the_locker_riddle
"The physics of the ""hardest move"" in ballet",Arleen Sugano,16-Mar,2500000,75000,https://ted.com/talks/arleen_sugano_the_physics_of_the_hardest_move_in_ballet
5 tips to improve your critical thinking,Samantha Agoos,16-Mar,8700000,263000,https://ted.com/talks/samantha_agoos_5_tips_to_improve_your_critical_thinking
Is radiation dangerous?,Matt Anticole,16-Mar,1800000,56000,https://ted.com/talks/matt_anticole_is_radiation_dangerous
The trans story includes you,Nicole Maines,16-Apr,1600000,48000,https://ted.com/talks/nicole_maines_the_trans_story_includes_you
I am not your Asian stereotype,Canwen Xu,16-Apr,3500000,105000,https://ted.com/talks/canwen_xu_i_am_not_your_asian_stereotype
The aesthetics of survival,Hari Nef,16-Apr,103000,3100,https://ted.com/talks/hari_nef_the_aesthetics_of_survival
Why archaeology needs to transcend borders ,Ella Al-Shamahi,16-Apr,37000,1100,https://ted.com/talks/ella_al_shamahi_why_archaeology_needs_to_transcend_borders
How colorism shapes our standards of beauty,Chika Okoro,16-Apr,1100000,35000,https://ted.com/talks/chika_okoro_how_colorism_shapes_our_standards_of_beauty
Where in the world is it easiest to get rich?,Harald Eia,16-Apr,2000000,61000,https://ted.com/talks/harald_eia_where_in_the_world_is_it_easiest_to_get_rich
The historical significance of smell,Caro Verbeek,16-Apr,25000,772,https://ted.com/talks/caro_verbeek_the_historical_significance_of_smell
Re-imagine the future,Angela Oguntala,16-Apr,306000,9100,https://ted.com/talks/angela_oguntala_re_imagine_the_future
We need to rethink casual sex ,Terri Conley,16-Apr,291000,8700,https://ted.com/talks/terri_conley_we_need_to_rethink_casual_sex
The power of the placebo effect,Emma Bryce,16-Apr,3500000,105000,https://ted.com/talks/emma_bryce_the_power_of_the_placebo_effect
What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,16-Apr,1600000,48000,https://ted.com/talks/carolyn_bertozzi_what_the_sugar_coating_on_your_cells_is_trying_to_tell_you
How jails extort the poor,Salil Dudani,16-Apr,1100000,35000,https://ted.com/talks/salil_dudani_how_jails_extort_the_poor
The incredible inventions of intuitive AI,Maurice Conti,16-Apr,7200000,216000,https://ted.com/talks/maurice_conti_the_incredible_inventions_of_intuitive_ai
Why you should love statistics,Alan Smith,16-Apr,2000000,61000,https://ted.com/talks/alan_smith_why_you_should_love_statistics
What we don't know about Europe's Muslim kids,Deeyah Khan,16-Apr,1400000,43000,https://ted.com/talks/deeyah_khan_what_we_don_t_know_about_europe_s_muslim_kids
Maps that show us who we are (not just where we are),Danny Dorling,16-Apr,1600000,50000,https://ted.com/talks/danny_dorling_maps_that_show_us_who_we_are_not_just_where_we_are
Inside the mind of a former radical jihadist,Manwar Ali,16-Apr,2400000,72000,https://ted.com/talks/manwar_ali_inside_the_mind_of_a_former_radical_jihadist
We can start winning the war against cancer,Adam de la Zerda,16-Apr,1100000,34000,https://ted.com/talks/adam_de_la_zerda_we_can_start_winning_the_war_against_cancer
Why helmets don't prevent concussions — and what might,David Camarillo,16-Apr,1600000,48000,https://ted.com/talks/david_camarillo_why_helmets_don_t_prevent_concussions_and_what_might
The taboo secret to better health,Molly Winter,16-Apr,1900000,57000,https://ted.com/talks/molly_winter_the_taboo_secret_to_better_health
Why do cats act so weird?,Tony Buffington,16-Apr,11000000,356000,https://ted.com/talks/tony_buffington_why_do_cats_act_so_weird
The surprising reason you feel awful when you're sick,Marco A. Sotomayor,16-Apr,3300000,100000,https://ted.com/talks/marco_a_sotomayor_the_surprising_reason_you_feel_awful_when_you_re_sick
Should you trust unanimous decisions?,Derek Abbott,16-Apr,4099999,123000,https://ted.com/talks/derek_abbott_should_you_trust_unanimous_decisions
Does grammar matter?,Andreea S. Calude,16-Apr,2200000,66000,https://ted.com/talks/andreea_s_calude_does_grammar_matter
The Panama Papers exposed a huge global problem. What's next?,Robert Palmer,16-Apr,1100000,33000,https://ted.com/talks/robert_palmer_the_panama_papers_exposed_a_huge_global_problem_what_s_next
"What if we saw climate change as an amazing challenge, not a burden?",Laura Tenenbaum,16-May,47000,1400,https://ted.com/talks/laura_tenenbaum_what_if_we_saw_climate_change_as_an_amazing_challenge_not_a_burden
Why our future relies on the genetic diversity of food,Esther Meduna,16-May,27000,839,https://ted.com/talks/esther_meduna_why_our_future_relies_on_the_genetic_diversity_of_food
Why we take financial risks,Elise Payzan-LeNestour,16-May,48000,1400,https://ted.com/talks/elise_payzan_lenestour_why_we_take_financial_risks
La voz del artista,Fernanda Castillo,16-May,1500000,45000,https://ted.com/talks/fernanda_castillo_la_voz_del_artista
Why we need to end the era of orphanages,Tara Winkler,16-May,1200000,36000,https://ted.com/talks/tara_winkler_why_we_need_to_end_the_era_of_orphanages
Art made of the air we breathe,Emily Parsons-Lord,16-May,1000000,30000,https://ted.com/talks/emily_parsons_lord_art_made_of_the_air_we_breathe
Enough with the fear of fat,Kelli Jean Drinkwater,16-May,2000000,61000,https://ted.com/talks/kelli_jean_drinkwater_enough_with_the_fear_of_fat
5 ways to lead in an era of constant change,Jim Hemerling,16-May,3000000,92000,https://ted.com/talks/jim_hemerling_5_ways_to_lead_in_an_era_of_constant_change
Ideas worth dating,Rainn Wilson,16-May,968000,29000,https://ted.com/talks/rainn_wilson_ideas_worth_dating
How we're harnessing nature's hidden superpowers,Oded Shoseyov,16-May,1800000,55000,https://ted.com/talks/oded_shoseyov_how_we_re_harnessing_nature_s_hidden_superpowers
The era of personal DNA testing is here,Sebastian Kraves,16-May,1200000,36000,https://ted.com/talks/sebastian_kraves_the_era_of_personal_dna_testing_is_here
The future of money,Neha Narula,16-May,2500000,75000,https://ted.com/talks/neha_narula_the_future_of_money
The next manufacturing revolution is here,Olivier Scalabre,16-May,2100000,63000,https://ted.com/talks/olivier_scalabre_the_next_manufacturing_revolution_is_here
How to build a business that lasts 100 years,Martin Reeves,16-May,2300000,70000,https://ted.com/talks/martin_reeves_how_to_build_a_business_that_lasts_100_years
A forgotten Space Age technology could change how we grow food,Lisa Dyson,16-May,1400000,44000,https://ted.com/talks/lisa_dyson_a_forgotten_space_age_technology_could_change_how_we_grow_food
How to grow a forest in your backyard,Shubhendu Sharma,16-May,3600000,108000,https://ted.com/talks/shubhendu_sharma_how_to_grow_a_forest_in_your_backyard
"Pollution-free lights, powered by microbes",Sandra Rey,16-May,20000,613,https://ted.com/talks/sandra_rey_pollution_free_lights_powered_by_microbes
The dark and delicate rumble of Russian piano music ,Naufal Mukumi,16-May,8500,255,https://ted.com/talks/naufal_mukumi_the_dark_and_delicate_rumble_of_russian_piano_music
Interconnectivity: the new structure of the world economy ,Min Zhu,16-May,19000,576,https://ted.com/talks/min_zhu_interconnectivity_the_new_structure_of_the_world_economy
The potential of blockchain,Mike Schwartz,16-May,90000,2700,https://ted.com/talks/mike_schwartz_the_potential_of_blockchain
Who says you can't play the piano with your foot?, MaJiKer,16-May,3900,119,https://ted.com/talks/majiker_who_says_you_can_t_play_the_piano_with_your_foot
Don't shy away from ignorance — use it to better yourself,Laura Fox,16-May,21000,651,https://ted.com/talks/laura_fox_don_t_shy_away_from_ignorance_use_it_to_better_yourself
Want to get ahead? Be paranoid,Lars Fæste,16-May,15000,450,https://ted.com/talks/lars_faeste_want_to_get_ahead_be_paranoid
3 lessons on success from an Arab businesswoman,Leila Hoteit,16-May,4200000,126000,https://ted.com/talks/leila_hoteit_3_lessons_on_success_from_an_arab_businesswoman
How computers are learning to be creative,Blaise Agüera y Arcas,16-May,2000000,62000,https://ted.com/talks/blaise_aguera_y_arcas_how_computers_are_learning_to_be_creative
How to fix a broken education system ... without any more money,Seema Bansal,16-May,1600000,49000,https://ted.com/talks/seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money
I survived a terrorist attack. Here's what I learned,Gill Hicks,16-May,974000,29000,https://ted.com/talks/gill_hicks_i_survived_a_terrorist_attack_here_s_what_i_learned
Can you solve the control room riddle?,Dennis Shasha,16-May,5200000,158000,https://ted.com/talks/dennis_shasha_can_you_solve_the_control_room_riddle
The origin of countless conspiracy theories,PatrickJMT,16-May,2200000,66000,https://ted.com/talks/patrickjmt_the_origin_of_countless_conspiracy_theories
Why is the US Constitution so hard to amend?,Peter Paccone,16-May,746000,22000,https://ted.com/talks/peter_paccone_why_is_the_us_constitution_so_hard_to_amend
The psychology behind irrational decisions,Sara Garofalo,16-May,2100000,63000,https://ted.com/talks/sara_garofalo_the_psychology_behind_irrational_decisions
How computer memory works,Kanawat Senanan,16-May,2700000,81000,https://ted.com/talks/kanawat_senanan_how_computer_memory_works
The art and science of special effects,Paul Franklin,16-Jun,49000,1400,https://ted.com/talks/paul_franklin_the_art_and_science_of_special_effects
Humanity at the intersection of science and archaeology,Alisa Kazarina,16-Jun,26000,782,https://ted.com/talks/alisa_kazarina_humanity_at_the_intersection_of_science_and_archaeology
Are our cultural narratives killing sharks?,Paul Cater Deaton,16-Jun,4300,130,https://ted.com/talks/paul_cater_deaton_are_our_cultural_narratives_killing_sharks
Why we need darkness,Diane Knutson,16-Jun,41000,1200,https://ted.com/talks/diane_knutson_why_we_need_darkness
Why medieval politics was nothing like Game of Thrones,Maria Golubeva,16-Jun,22000,677,https://ted.com/talks/maria_golubeva_why_medieval_politics_was_nothing_like_game_of_thrones
How an algorithm can fight election bias so every vote counts,Brian Olson,16-Jun,25000,757,https://ted.com/talks/brian_olson_how_an_algorithm_can_fight_election_bias_so_every_vote_counts
Why you should quit social media,Cal Newport,16-Jun,9100000,273000,https://ted.com/talks/cal_newport_why_you_should_quit_social_media
How young people join violent extremist groups — and how to stop them,Erin Marie Saltman,16-Jun,1200000,38000,https://ted.com/talks/erin_marie_saltman_how_young_people_join_violent_extremist_groups_and_how_to_stop_them
How your pictures can help reclaim lost history,Chance Coughenour,16-Jun,1000000,30000,https://ted.com/talks/chance_coughenour_how_your_pictures_can_help_reclaim_lost_history
How to practice safe sexting,Amy Adele Hasinoff,16-Jun,1600000,49000,https://ted.com/talks/amy_adele_hasinoff_how_to_practice_safe_sexting
What happens when you have a disease doctors can't diagnose,Jennifer Brea,16-Jun,2200000,67000,https://ted.com/talks/jennifer_brea_what_happens_when_you_have_a_disease_doctors_can_t_diagnose
How AI can bring on a second Industrial Revolution,Kevin Kelly,16-Jun,1800000,55000,https://ted.com/talks/kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution
Do kids think of sperm donors as family?,Veerle Provoost,16-Jun,1200000,36000,https://ted.com/talks/veerle_provoost_do_kids_think_of_sperm_donors_as_family
We need nuclear power to solve climate change,Joe Lassiter,16-Jun,1200000,36000,https://ted.com/talks/joe_lassiter_we_need_nuclear_power_to_solve_climate_change
What will humans look like in 100 years?,Juan Enriquez,16-Jun,3200000,96000,https://ted.com/talks/juan_enriquez_what_will_humans_look_like_in_100_years
How the blockchain will radically transform the economy,Bettina Warburg,16-Jun,4400000,133000,https://ted.com/talks/bettina_warburg_how_the_blockchain_will_radically_transform_the_economy
4 ways to build a human company in the age of machines,Tim Leberecht,16-Jun,1600000,50000,https://ted.com/talks/tim_leberecht_4_ways_to_build_a_human_company_in_the_age_of_machines
Your smartphone is a civil rights issue,Christopher Soghoian,16-Jun,1600000,49000,https://ted.com/talks/christopher_soghoian_your_smartphone_is_a_civil_rights_issue
Machine intelligence makes human morals more important,Zeynep Tufekci,16-Jun,1800000,54000,https://ted.com/talks/zeynep_tufekci_machine_intelligence_makes_human_morals_more_important
We've stopped trusting institutions and started trusting strangers,Rachel Botsman,16-Jun,2000000,60000,https://ted.com/talks/rachel_botsman_we_ve_stopped_trusting_institutions_and_started_trusting_strangers
The beauty of what we'll never know,Pico Iyer,16-Jun,1900000,58000,https://ted.com/talks/pico_iyer_the_beauty_of_what_we_ll_never_know
How we talk about sexual assault online,Ione Wells,16-Jun,1300000,39000,https://ted.com/talks/ione_wells_how_we_talk_about_sexual_assault_online
What reality are you creating for yourself?,Isaac Lidsky,16-Jun,3400000,104000,https://ted.com/talks/isaac_lidsky_what_reality_are_you_creating_for_yourself
What you need to know about CRISPR,Ellen Jorgensen,16-Jun,2200000,67000,https://ted.com/talks/ellen_jorgensen_what_you_need_to_know_about_crispr
Technology hasn't changed love. Here's why,Helen Fisher,16-Jun,2200000,68000,https://ted.com/talks/helen_fisher_technology_hasn_t_changed_love_here_s_why
Can we build AI without losing control over it?,Sam Harris,16-Jun,5700000,171000,https://ted.com/talks/sam_harris_can_we_build_ai_without_losing_control_over_it
A visual history of social dance in 25 moves,Camille A. Brown,16-Jun,1500000,47000,https://ted.com/talks/camille_a_brown_a_visual_history_of_social_dance_in_25_moves
We can fight terror without sacrificing our rights,Rebecca MacKinnon,16-Jun,1100000,35000,https://ted.com/talks/rebecca_mackinnon_we_can_fight_terror_without_sacrificing_our_rights
Why some people are more altruistic than others,Abigail Marsh,16-Jun,2300000,71000,https://ted.com/talks/abigail_marsh_why_some_people_are_more_altruistic_than_others
How fear of nuclear power is hurting the environment,Michael Shellenberger,16-Jun,1700000,52000,https://ted.com/talks/michael_shellenberger_how_fear_of_nuclear_power_is_hurting_the_environment
The risky politics of progress,Jonathan Tepperman,16-Jun,1000000,30000,https://ted.com/talks/jonathan_tepperman_the_risky_politics_of_progress
How women wage conflict without violence,Julia Bacha,16-Jun,911000,27000,https://ted.com/talks/julia_bacha_how_women_wage_conflict_without_violence
How the blockchain is changing money and business,Don Tapscott,16-Jun,6600000,198000,https://ted.com/talks/don_tapscott_how_the_blockchain_is_changing_money_and_business
The deadly legacy of cluster bombs,Laura Boushnak,16-Jun,732000,21000,https://ted.com/talks/laura_boushnak_the_deadly_legacy_of_cluster_bombs
A letter to all who have lost in this era,Anand Giridharadas,16-Jun,1000000,31000,https://ted.com/talks/anand_giridharadas_a_letter_to_all_who_have_lost_in_this_era
Hunting for Peru's lost civilizations — with satellites,Sarah Parcak,16-Jun,1200000,36000,https://ted.com/talks/sarah_parcak_hunting_for_peru_s_lost_civilizations_with_satellites
A small country with big ideas to get rid of fossil fuels,Monica Araya,16-Jun,1400000,43000,https://ted.com/talks/monica_araya_a_small_country_with_big_ideas_to_get_rid_of_fossil_fuels
How Africa can keep rising,Ngozi Okonjo-Iweala,16-Jun,1000000,30000,https://ted.com/talks/ngozi_okonjo_iweala_how_africa_can_keep_rising
How trees talk to each other,Suzanne Simard,16-Jun,5100000,155000,https://ted.com/talks/suzanne_simard_how_trees_talk_to_each_other
A new way to study the brain's invisible secrets,Ed Boyden,16-Jun,1500000,47000,https://ted.com/talks/ed_boyden_a_new_way_to_study_the_brain_s_invisible_secrets
How the Panama Papers journalists broke the biggest leak in history,Gerard Ryle,16-Jun,1100000,33000,https://ted.com/talks/gerard_ryle_how_the_panama_papers_journalists_broke_the_biggest_leak_in_history
"A project of peace, painted across 50 buildings",eL Seed,16-Jun,989000,29000,https://ted.com/talks/el_seed_a_project_of_peace_painted_across_50_buildings
Nature is everywhere — we just need to learn to see it,Emma Marris,16-Jun,1400000,44000,https://ted.com/talks/emma_marris_nature_is_everywhere_we_just_need_to_learn_to_see_it
Why Brexit happened — and what to do next,Alexander Betts,16-Jun,3700000,111000,https://ted.com/talks/alexander_betts_why_brexit_happened_and_what_to_do_next
How Syria's architecture laid the foundation for brutal war,Marwa Al-Sabouni,16-Jun,1100000,33000,https://ted.com/talks/marwa_al_sabouni_how_syria_s_architecture_laid_the_foundation_for_brutal_war
What is obesity?,Mia Nacamulli,16-Jun,974000,29000,https://ted.com/talks/mia_nacamulli_what_is_obesity
How playing sports benefits your body... and your brain,Leah Lagos and Jaspal Ricky Singh,16-Jun,1700000,51000,https://ted.com/talks/leah_lagos_and_jaspal_ricky_singh_how_playing_sports_benefits_your_body_and_your_brain
How does anesthesia work?,Steven Zheng,16-Jun,12000000,376000,https://ted.com/talks/steven_zheng_how_does_anesthesia_work
How the food you eat affects your brain,Mia Nacamulli,16-Jun,12000000,381000,https://ted.com/talks/mia_nacamulli_how_the_food_you_eat_affects_your_brain
What does it mean to be a refugee?,Benedetta Berti and Evelien Borgman,16-Jun,1100000,33000,https://ted.com/talks/benedetta_berti_and_evelien_borgman_what_does_it_mean_to_be_a_refugee_feb_2018
Why do our bodies age?,Monica Menesini,16-Jun,2300000,69000,https://ted.com/talks/monica_menesini_why_do_our_bodies_age
How interpreters juggle two languages at once,Ewandro Magalhaes,16-Jun,1500000,47000,https://ted.com/talks/ewandro_magalhaes_how_interpreters_juggle_two_languages_at_once
How early life experience is written into DNA,Moshe Szyf,16-Jul,1600000,48000,https://ted.com/talks/moshe_szyf_how_early_life_experience_is_written_into_dna
Easy DIY projects for kid engineers,Fawn Qiu,16-Jul,1200000,38000,https://ted.com/talks/fawn_qiu_easy_diy_projects_for_kid_engineers
Why do we hiccup?,John Cameron,16-Jul,2700000,81000,https://ted.com/talks/john_cameron_why_do_we_hiccup
Why the metric system matters,Matt Anticole,16-Jul,5500000,165000,https://ted.com/talks/matt_anticole_why_the_metric_system_matters
Can you solve the passcode riddle?,Ganesh Pai,16-Jul,8700000,261000,https://ted.com/talks/ganesh_pai_can_you_solve_the_passcode_riddle
"To solve old problems, study new species",Alejandro Sánchez Alvarado,16-Aug,1300000,41000,https://ted.com/talks/alejandro_sanchez_alvarado_to_solve_old_problems_study_new_species
The paradox of value,Akshita Agarwal,16-Aug,2200000,68000,https://ted.com/talks/akshita_agarwal_the_paradox_of_value
Las historias de la Historia | Javier Olivares | TEDxMadrid,Javier Olivares,16-Sep,55000,1600,https://ted.com/talks/javier_olivares_las_historias_de_la_historia
The ants that run the world,Kirsti Abbott,16-Sep,15000,462,https://ted.com/talks/kirsti_abbott_the_ants_that_run_the_world
Home renters are powerless. Here's how to fix that,Yale Fox,16-Sep,670000,20000,https://ted.com/talks/yale_fox_home_renters_are_powerless_here_s_how_to_fix_that
Do we really own our bodies?,Gaspard Koenig,16-Sep,41000,1200,https://ted.com/talks/gaspard_koenig_do_we_really_own_our_bodies
Our treatment of HIV has advanced. Why hasn't the stigma changed?,Arik Hartmann,16-Sep,1100000,35000,https://ted.com/talks/arik_hartmann_our_treatment_of_hiv_has_advanced_why_hasn_t_the_stigma_changed
What moral decisions should driverless cars make?,Iyad Rahwan,16-Sep,1200000,37000,https://ted.com/talks/iyad_rahwan_what_moral_decisions_should_driverless_cars_make
The human insights missing from big data,Tricia Wang,16-Sep,1800000,56000,https://ted.com/talks/tricia_wang_the_human_insights_missing_from_big_data
How to have better political conversations,Robb Willer,16-Sep,2800000,86000,https://ted.com/talks/robb_willer_how_to_have_better_political_conversations
How we explore unanswered questions in physics,James Beacham,16-Sep,1600000,49000,https://ted.com/talks/james_beacham_how_we_explore_unanswered_questions_in_physics
Will automation take away all our jobs?,David Autor,16-Sep,1800000,55000,https://ted.com/talks/david_autor_will_automation_take_away_all_our_jobs
Could a drug prevent depression and PTSD?,Rebecca Brachman,16-Sep,1700000,52000,https://ted.com/talks/rebecca_brachman_could_a_drug_prevent_depression_and_ptsd
4 larger-than-life lessons from soap operas,Kate Adams,16-Sep,1700000,52000,https://ted.com/talks/kate_adams_4_larger_than_life_lessons_from_soap_operas
How to speak up for yourself,Adam Galinsky,16-Sep,7100000,214000,https://ted.com/talks/adam_galinsky_how_to_speak_up_for_yourself
Your company's data could help end world hunger,Mallory Freeman,16-Sep,1100000,34000,https://ted.com/talks/mallory_freeman_your_company_s_data_could_help_end_world_hunger
"When goods cross borders, armies stay home",Romaine Seguin,16-Sep,17000,511,https://ted.com/talks/romaine_seguin_when_goods_cross_borders_armies_stay_home
Why animals in zoos need choice,Stephanie Braccini Slade,16-Sep,26000,790,https://ted.com/talks/stephanie_braccini_slade_why_animals_in_zoos_need_choice
What if we could address the unaddressable?,Mario Paluzzi,16-Sep,13000,391,https://ted.com/talks/mario_paluzzi_what_if_we_could_address_the_unaddressable
What if we used the problem as part of the solution?,Katie Francfort,16-Sep,22000,662,https://ted.com/talks/katie_francfort_what_if_we_used_the_problem_as_part_of_the_solution
